number,value,datetime_start,datetime_complete,duration,params_activation,params_alpha,params_hidden_layer_sizes,params_max_iter,state
342,0.8217993079584776,2026-07-07 17:46:28.363191,2026-07-07 17:46:29.447471,0 days 00:00:01.084280,logistic,0.0001,"(10,)",1000,COMPLETE
343,0.8217993079584776,2026-07-07 17:46:29.447471,2026-07-07 17:46:29.950461,0 days 00:00:00.502990,relu,0.0005,"(10,)",1000,COMPLETE
344,0.8217993079584776,2026-07-07 17:46:29.952085,2026-07-07 17:46:31.013454,0 days 00:00:01.061369,logistic,0.0001,"(10,)",1000,COMPLETE
345,0.8217993079584776,2026-07-07 17:46:31.013454,2026-07-07 17:46:31.509174,0 days 00:00:00.495720,relu,0.0005,"(10,)",1000,COMPLETE
346,0.8217993079584776,2026-07-07 17:46:31.509174,2026-07-07 17:46:32.598907,0 days 00:00:01.089733,logistic,0.0001,"(10,)",1000,COMPLETE
347,0.8217993079584776,2026-07-07 17:46:32.598907,2026-07-07 17:46:33.092260,0 days 00:00:00.493353,relu,0.0005,"(10,)",1000,COMPLETE
348,0.8217993079584776,2026-07-07 17:46:33.092260,2026-07-07 17:46:34.201034,0 days 00:00:01.108774,logistic,0.0001,"(10,)",1000,COMPLETE
349,0.8217993079584776,2026-07-07 17:46:34.201034,2026-07-07 17:46:34.690136,0 days 00:00:00.489102,relu,0.0005,"(10,)",1000,COMPLETE
350,0.8217993079584776,2026-07-07 17:46:34.690136,2026-07-07 17:46:35.776236,0 days 00:00:01.086100,logistic,0.0001,"(10,)",1000,COMPLETE
351,0.8217993079584776,2026-07-07 17:46:35.776236,2026-07-07 17:46:36.270559,0 days 00:00:00.494323,relu,0.0005,"(10,)",1000,COMPLETE
352,0.7993079584775087,2026-07-07 17:46:36.270559,2026-07-07 17:46:36.494662,0 days 00:00:00.224103,logistic,0.0005,"(10,)",200,COMPLETE
353,0.8217993079584776,2026-07-07 17:46:36.494662,2026-07-07 17:46:37.006436,0 days 00:00:00.511774,relu,0.0001,"(10,)",1000,COMPLETE
354,0.8217993079584776,2026-07-07 17:46:37.022366,2026-07-07 17:46:38.076345,0 days 00:00:01.053979,logistic,0.0005,"(10,)",1000,COMPLETE
355,0.8217993079584776,2026-07-07 17:46:38.076345,2026-07-07 17:46:38.603978,0 days 00:00:00.527633,relu,0.0001,"(10,)",1000,COMPLETE
356,0.7975778546712803,2026-07-07 17:46:38.603978,2026-07-07 17:46:39.275345,0 days 00:00:00.671367,tanh,0.0005,"(10,)",1000,COMPLETE
357,0.8217993079584776,2026-07-07 17:46:39.275345,2026-07-07 17:46:40.361762,0 days 00:00:01.086417,logistic,0.0001,"(10,)",1000,COMPLETE
358,0.8131487889273357,2026-07-07 17:46:40.361762,2026-07-07 17:46:40.825221,0 days 00:00:00.463459,relu,0.0005,"(5,)",1000,COMPLETE
359,0.8217993079584776,2026-07-07 17:46:40.825221,2026-07-07 17:46:41.989494,0 days 00:00:01.164273,logistic,0.0001,"(10,)",1000,COMPLETE
360,0.8217993079584776,2026-07-07 17:46:41.989494,2026-07-07 17:46:42.484542,0 days 00:00:00.495048,relu,0.0005,"(10,)",1000,COMPLETE
361,0.8217993079584776,2026-07-07 17:46:42.484542,2026-07-07 17:46:43.555577,0 days 00:00:01.071035,logistic,0.0001,"(10,)",1000,COMPLETE
362,0.8217993079584776,2026-07-07 17:46:43.555577,2026-07-07 17:46:44.051141,0 days 00:00:00.495564,relu,0.0005,"(10,)",1000,COMPLETE
363,0.8217993079584776,2026-07-07 17:46:44.051141,2026-07-07 17:46:45.167763,0 days 00:00:01.116622,logistic,0.0001,"(10,)",1000,COMPLETE
364,0.8217993079584776,2026-07-07 17:46:45.167763,2026-07-07 17:46:45.663335,0 days 00:00:00.495572,relu,0.0005,"(10,)",1000,COMPLETE
365,0.8217993079584776,2026-07-07 17:46:45.663335,2026-07-07 17:46:46.809723,0 days 00:00:01.146388,logistic,0.0001,"(10,)",1000,COMPLETE
366,0.8217993079584776,2026-07-07 17:46:46.809723,2026-07-07 17:46:47.309445,0 days 00:00:00.499722,relu,0.0005,"(10,)",1000,COMPLETE
367,0.8217993079584776,2026-07-07 17:46:47.309445,2026-07-07 17:46:48.375544,0 days 00:00:01.066099,logistic,0.0001,"(10,)",1000,COMPLETE
368,0.8217993079584776,2026-07-07 17:46:48.375544,2026-07-07 17:46:48.885129,0 days 00:00:00.509585,relu,0.0005,"(10,)",1000,COMPLETE
369,0.8217993079584776,2026-07-07 17:46:48.885129,2026-07-07 17:46:49.954306,0 days 00:00:01.069177,logistic,0.0001,"(10,)",1000,COMPLETE
370,0.8217993079584776,2026-07-07 17:46:49.954306,2026-07-07 17:46:51.025756,0 days 00:00:01.071450,logistic,0.0005,"(10,)",1000,COMPLETE
371,0.8217993079584776,2026-07-07 17:46:51.025756,2026-07-07 17:46:51.566932,0 days 00:00:00.541176,relu,0.0001,"(10,)",1000,COMPLETE
372,0.7993079584775087,2026-07-07 17:46:51.566932,2026-07-07 17:46:51.793271,0 days 00:00:00.226339,logistic,0.0005,"(10,)",200,COMPLETE
373,0.8217993079584776,2026-07-07 17:46:51.793271,2026-07-07 17:46:52.302313,0 days 00:00:00.509042,relu,0.0001,"(10,)",1000,COMPLETE
374,0.8217993079584776,2026-07-07 17:46:52.302313,2026-07-07 17:46:53.375769,0 days 00:00:01.073456,logistic,0.0005,"(10,)",1000,COMPLETE
375,0.8217993079584776,2026-07-07 17:46:53.375769,2026-07-07 17:46:53.902071,0 days 00:00:00.526302,relu,0.0001,"(10,)",1000,COMPLETE
376,0.8217993079584776,2026-07-07 17:46:53.902071,2026-07-07 17:46:54.958296,0 days 00:00:01.056225,logistic,0.0005,"(10,)",1000,COMPLETE
377,0.801038062283737,2026-07-07 17:46:54.958296,2026-07-07 17:46:55.502061,0 days 00:00:00.543765,tanh,0.0001,"(5,)",1000,COMPLETE
378,0.8217993079584776,2026-07-07 17:46:55.502061,2026-07-07 17:46:55.979745,0 days 00:00:00.477684,relu,0.0005,"(10,)",1000,COMPLETE
379,0.8217993079584776,2026-07-07 17:46:55.979745,2026-07-07 17:46:57.064635,0 days 00:00:01.084890,logistic,0.0005,"(10,)",1000,COMPLETE
380,0.8217993079584776,2026-07-07 17:46:57.064635,2026-07-07 17:46:57.576359,0 days 00:00:00.511724,relu,0.0001,"(10,)",1000,COMPLETE
381,0.8217993079584776,2026-07-07 17:46:57.576359,2026-07-07 17:46:58.646132,0 days 00:00:01.069773,logistic,0.0005,"(10,)",1000,COMPLETE
382,0.8217993079584776,2026-07-07 17:46:58.646132,2026-07-07 17:46:59.156932,0 days 00:00:00.510800,relu,0.0001,"(10,)",1000,COMPLETE
383,0.8217993079584776,2026-07-07 17:46:59.156932,2026-07-07 17:47:00.227896,0 days 00:00:01.070964,logistic,0.0005,"(10,)",1000,COMPLETE
384,0.8217993079584776,2026-07-07 17:47:00.227896,2026-07-07 17:47:00.755468,0 days 00:00:00.527572,relu,0.0001,"(10,)",1000,COMPLETE
385,0.8217993079584776,2026-07-07 17:47:00.755468,2026-07-07 17:47:01.828066,0 days 00:00:01.072598,logistic,0.0005,"(10,)",1000,COMPLETE
386,0.8217993079584776,2026-07-07 17:47:01.828066,2026-07-07 17:47:02.355617,0 days 00:00:00.527551,relu,0.0001,"(10,)",1000,COMPLETE
387,0.8217993079584776,2026-07-07 17:47:02.355617,2026-07-07 17:47:03.427225,0 days 00:00:01.071608,logistic,0.0005,"(10,)",1000,COMPLETE
388,0.8217993079584776,2026-07-07 17:47:03.427225,2026-07-07 17:47:03.937756,0 days 00:00:00.510531,relu,0.0001,"(10,)",1000,COMPLETE
389,0.8217993079584776,2026-07-07 17:47:03.937756,2026-07-07 17:47:04.992680,0 days 00:00:01.054924,logistic,0.0005,"(10,)",1000,COMPLETE
390,0.8217993079584776,2026-07-07 17:47:04.992680,2026-07-07 17:47:05.523208,0 days 00:00:00.530528,relu,0.0001,"(10,)",1000,COMPLETE
391,0.8217993079584776,2026-07-07 17:47:05.523208,2026-07-07 17:47:06.575600,0 days 00:00:01.052392,logistic,0.0005,"(10,)",1000,COMPLETE
392,0.8183391003460208,2026-07-07 17:47:06.591439,2026-07-07 17:47:06.721620,0 days 00:00:00.130181,relu,0.0001,"(10,)",200,COMPLETE
393,0.8217993079584776,2026-07-07 17:47:06.721620,2026-07-07 17:47:07.822702,0 days 00:00:01.101082,logistic,0.0005,"(10,)",1000,COMPLETE
394,0.8217993079584776,2026-07-07 17:47:07.822702,2026-07-07 17:47:08.350395,0 days 00:00:00.527693,relu,0.0001,"(10,)",1000,COMPLETE
395,0.8217993079584776,2026-07-07 17:47:08.350395,2026-07-07 17:47:09.402730,0 days 00:00:01.052335,logistic,0.0005,"(10,)",1000,COMPLETE
396,0.8217993079584776,2026-07-07 17:47:09.402730,2026-07-07 17:47:09.929957,0 days 00:00:00.527227,relu,0.0001,"(10,)",1000,COMPLETE
397,0.7993079584775087,2026-07-07 17:47:09.929957,2026-07-07 17:47:10.351701,0 days 00:00:00.421744,logistic,0.0005,"(5,)",1000,COMPLETE
398,0.8217993079584776,2026-07-07 17:47:10.351701,2026-07-07 17:47:11.413378,0 days 00:00:01.061677,logistic,0.0001,"(10,)",1000,COMPLETE
399,0.8217993079584776,2026-07-07 17:47:11.413378,2026-07-07 17:47:11.908645,0 days 00:00:00.495267,relu,0.0005,"(10,)",1000,COMPLETE
400,0.7975778546712803,2026-07-07 17:47:11.908645,2026-07-07 17:47:12.564254,0 days 00:00:00.655609,tanh,0.0001,"(10,)",1000,COMPLETE
401,0.8217993079584776,2026-07-07 17:47:12.564254,2026-07-07 17:47:13.634993,0 days 00:00:01.070739,logistic,0.0005,"(10,)",1000,COMPLETE
402,0.8217993079584776,2026-07-07 17:47:13.634993,2026-07-07 17:47:14.145077,0 days 00:00:00.510084,relu,0.0001,"(10,)",1000,COMPLETE
403,0.8217993079584776,2026-07-07 17:47:14.145077,2026-07-07 17:47:15.214552,0 days 00:00:01.069475,logistic,0.0005,"(10,)",1000,COMPLETE
404,0.8217993079584776,2026-07-07 17:47:15.214552,2026-07-07 17:47:15.726369,0 days 00:00:00.511817,relu,0.0001,"(10,)",1000,COMPLETE
405,0.8217993079584776,2026-07-07 17:47:15.726369,2026-07-07 17:47:16.779723,0 days 00:00:01.053354,logistic,0.0005,"(10,)",1000,COMPLETE
406,0.8217993079584776,2026-07-07 17:47:16.795636,2026-07-07 17:47:17.307531,0 days 00:00:00.511895,relu,0.0001,"(10,)",1000,COMPLETE
407,0.8217993079584776,2026-07-07 17:47:17.307531,2026-07-07 17:47:18.392401,0 days 00:00:01.084870,logistic,0.0005,"(10,)",1000,COMPLETE
408,0.8217993079584776,2026-07-07 17:47:18.392401,2026-07-07 17:47:18.887268,0 days 00:00:00.494867,relu,0.0005,"(10,)",1000,COMPLETE
409,0.7993079584775087,2026-07-07 17:47:18.887268,2026-07-07 17:47:19.110467,0 days 00:00:00.223199,logistic,0.0001,"(10,)",200,COMPLETE
410,0.8217993079584776,2026-07-07 17:47:19.110467,2026-07-07 17:47:19.606966,0 days 00:00:00.496499,relu,0.0005,"(10,)",1000,COMPLETE
411,0.8217993079584776,2026-07-07 17:47:19.606966,2026-07-07 17:47:20.675824,0 days 00:00:01.068858,logistic,0.0001,"(10,)",1000,COMPLETE
412,0.8217993079584776,2026-07-07 17:47:20.675824,2026-07-07 17:47:21.249520,0 days 00:00:00.573696,relu,0.0005,"(10,)",1000,COMPLETE
413,0.8217993079584776,2026-07-07 17:47:21.249520,2026-07-07 17:47:22.349783,0 days 00:00:01.100263,logistic,0.0001,"(10,)",1000,COMPLETE
414,0.8217993079584776,2026-07-07 17:47:22.349783,2026-07-07 17:47:22.844102,0 days 00:00:00.494319,relu,0.0005,"(10,)",1000,COMPLETE
415,0.7993079584775087,2026-07-07 17:47:22.844102,2026-07-07 17:47:23.324921,0 days 00:00:00.480819,logistic,0.0001,"(5,)",1000,COMPLETE
416,0.8217993079584776,2026-07-07 17:47:23.324921,2026-07-07 17:47:23.817730,0 days 00:00:00.492809,relu,0.0005,"(10,)",1000,COMPLETE
417,0.8217993079584776,2026-07-07 17:47:23.817730,2026-07-07 17:47:24.903940,0 days 00:00:01.086210,logistic,0.0001,"(10,)",1000,COMPLETE
418,0.8217993079584776,2026-07-07 17:47:24.903940,2026-07-07 17:47:25.400000,0 days 00:00:00.496060,relu,0.0005,"(10,)",1000,COMPLETE
419,0.8217993079584776,2026-07-07 17:47:25.400000,2026-07-07 17:47:26.471167,0 days 00:00:01.071167,logistic,0.0001,"(10,)",1000,COMPLETE
420,0.8217993079584776,2026-07-07 17:47:26.471167,2026-07-07 17:47:26.966423,0 days 00:00:00.495256,relu,0.0005,"(10,)",1000,COMPLETE
421,0.8217993079584776,2026-07-07 17:47:26.966423,2026-07-07 17:47:28.051326,0 days 00:00:01.084903,logistic,0.0001,"(10,)",1000,COMPLETE
422,0.8217993079584776,2026-07-07 17:47:28.051326,2026-07-07 17:47:28.547386,0 days 00:00:00.496060,relu,0.0005,"(10,)",1000,COMPLETE
423,0.7975778546712803,2026-07-07 17:47:28.547386,2026-07-07 17:47:29.218508,0 days 00:00:00.671122,tanh,0.0001,"(10,)",1000,COMPLETE
424,0.8217993079584776,2026-07-07 17:47:29.218508,2026-07-07 17:47:30.273027,0 days 00:00:01.054519,logistic,0.0005,"(10,)",1000,COMPLETE
425,0.8217993079584776,2026-07-07 17:47:30.273027,2026-07-07 17:47:30.783676,0 days 00:00:00.510649,relu,0.0001,"(10,)",1000,COMPLETE
426,0.8217993079584776,2026-07-07 17:47:30.783676,2026-07-07 17:47:31.870773,0 days 00:00:01.087097,logistic,0.0005,"(10,)",1000,COMPLETE
427,0.8217993079584776,2026-07-07 17:47:31.870773,2026-07-07 17:47:32.956350,0 days 00:00:01.085577,logistic,0.0001,"(10,)",1000,COMPLETE
428,0.8217993079584776,2026-07-07 17:47:32.956350,2026-07-07 17:47:33.436520,0 days 00:00:00.480170,relu,0.0005,"(10,)",1000,COMPLETE
429,0.8217993079584776,2026-07-07 17:47:33.436520,2026-07-07 17:47:34.505616,0 days 00:00:01.069096,logistic,0.0001,"(10,)",1000,COMPLETE
430,0.8217993079584776,2026-07-07 17:47:34.505616,2026-07-07 17:47:35.000713,0 days 00:00:00.495097,relu,0.0005,"(10,)",1000,COMPLETE
431,0.7993079584775087,2026-07-07 17:47:35.000713,2026-07-07 17:47:35.225258,0 days 00:00:00.224545,logistic,0.0001,"(10,)",200,COMPLETE
432,0.8217993079584776,2026-07-07 17:47:35.225258,2026-07-07 17:47:35.705180,0 days 00:00:00.479922,relu,0.0005,"(10,)",1000,COMPLETE
433,0.8217993079584776,2026-07-07 17:47:35.705180,2026-07-07 17:47:36.773442,0 days 00:00:01.068262,logistic,0.0001,"(10,)",1000,COMPLETE
434,0.8217993079584776,2026-07-07 17:47:36.773442,2026-07-07 17:47:37.269145,0 days 00:00:00.495703,relu,0.0005,"(10,)",1000,COMPLETE
435,0.7993079584775087,2026-07-07 17:47:37.269145,2026-07-07 17:47:37.683230,0 days 00:00:00.414085,logistic,0.0005,"(5,)",1000,COMPLETE
436,0.8217993079584776,2026-07-07 17:47:37.683230,2026-07-07 17:47:38.194658,0 days 00:00:00.511428,relu,0.0001,"(10,)",1000,COMPLETE
437,0.8217993079584776,2026-07-07 17:47:38.194658,2026-07-07 17:47:39.263394,0 days 00:00:01.068736,logistic,0.0005,"(10,)",1000,COMPLETE
438,0.8217993079584776,2026-07-07 17:47:39.263394,2026-07-07 17:47:39.776143,0 days 00:00:00.512749,relu,0.0001,"(10,)",1000,COMPLETE
439,0.8217993079584776,2026-07-07 17:47:39.776143,2026-07-07 17:47:40.863518,0 days 00:00:01.087375,logistic,0.0005,"(10,)",1000,COMPLETE
440,0.8217993079584776,2026-07-07 17:47:40.863518,2026-07-07 17:47:41.374468,0 days 00:00:00.510950,relu,0.0001,"(10,)",1000,COMPLETE
441,0.8217993079584776,2026-07-07 17:47:41.374468,2026-07-07 17:47:42.428167,0 days 00:00:01.053699,logistic,0.0005,"(10,)",1000,COMPLETE
442,0.8217993079584776,2026-07-07 17:47:42.428167,2026-07-07 17:47:42.937139,0 days 00:00:00.508972,relu,0.0001,"(10,)",1000,COMPLETE
443,0.8217993079584776,2026-07-07 17:47:42.937139,2026-07-07 17:47:44.005631,0 days 00:00:01.068492,logistic,0.0005,"(10,)",1000,COMPLETE
444,0.7975778546712803,2026-07-07 17:47:44.005631,2026-07-07 17:47:44.660972,0 days 00:00:00.655341,tanh,0.0001,"(10,)",1000,COMPLETE
445,0.8217993079584776,2026-07-07 17:47:44.660972,2026-07-07 17:47:45.157462,0 days 00:00:00.496490,relu,0.0005,"(10,)",1000,COMPLETE
446,0.8217993079584776,2026-07-07 17:47:45.157462,2026-07-07 17:47:46.223657,0 days 00:00:01.066195,logistic,0.0001,"(10,)",1000,COMPLETE
447,0.8217993079584776,2026-07-07 17:47:46.223657,2026-07-07 17:47:46.701696,0 days 00:00:00.478039,relu,0.0005,"(10,)",1000,COMPLETE
448,0.8217993079584776,2026-07-07 17:47:46.701696,2026-07-07 17:47:47.786167,0 days 00:00:01.084471,logistic,0.0001,"(10,)",1000,COMPLETE
449,0.8183391003460208,2026-07-07 17:47:47.786167,2026-07-07 17:47:47.930559,0 days 00:00:00.144392,relu,0.0005,"(10,)",200,COMPLETE
450,0.8217993079584776,2026-07-07 17:47:47.930559,2026-07-07 17:47:48.984139,0 days 00:00:01.053580,logistic,0.0001,"(10,)",1000,COMPLETE
451,0.8217993079584776,2026-07-07 17:47:48.984139,2026-07-07 17:47:49.480410,0 days 00:00:00.496271,relu,0.0005,"(10,)",1000,COMPLETE
452,0.8217993079584776,2026-07-07 17:47:49.480410,2026-07-07 17:47:50.693054,0 days 00:00:01.212644,logistic,0.0001,"(10,)",1000,COMPLETE
453,0.8217993079584776,2026-07-07 17:47:50.693054,2026-07-07 17:47:51.185872,0 days 00:00:00.492818,relu,0.0005,"(10,)",1000,COMPLETE
454,0.8217993079584776,2026-07-07 17:47:51.185872,2026-07-07 17:47:52.260592,0 days 00:00:01.074720,logistic,0.0001,"(10,)",1000,COMPLETE
455,0.8131487889273357,2026-07-07 17:47:52.260592,2026-07-07 17:47:52.703175,0 days 00:00:00.442583,relu,0.0005,"(5,)",1000,COMPLETE
456,0.8217993079584776,2026-07-07 17:47:52.703175,2026-07-07 17:47:53.764228,0 days 00:00:01.061053,logistic,0.0001,"(10,)",1000,COMPLETE
457,0.8217993079584776,2026-07-07 17:47:53.764228,2026-07-07 17:47:54.839932,0 days 00:00:01.075704,logistic,0.0005,"(10,)",1000,COMPLETE
458,0.8217993079584776,2026-07-07 17:47:54.839932,2026-07-07 17:47:55.362555,0 days 00:00:00.522623,relu,0.0001,"(10,)",1000,COMPLETE
459,0.8217993079584776,2026-07-07 17:47:55.362555,2026-07-07 17:47:56.437718,0 days 00:00:01.075163,logistic,0.0005,"(10,)",1000,COMPLETE
460,0.8217993079584776,2026-07-07 17:47:56.437718,2026-07-07 17:47:56.960159,0 days 00:00:00.522441,relu,0.0001,"(10,)",1000,COMPLETE
461,0.8217993079584776,2026-07-07 17:47:56.960159,2026-07-07 17:47:58.019905,0 days 00:00:01.059746,logistic,0.0005,"(10,)",1000,COMPLETE
462,0.8217993079584776,2026-07-07 17:47:58.019905,2026-07-07 17:47:58.542090,0 days 00:00:00.522185,relu,0.0001,"(10,)",1000,COMPLETE
463,0.8217993079584776,2026-07-07 17:47:58.542090,2026-07-07 17:47:59.603057,0 days 00:00:01.060967,logistic,0.0005,"(10,)",1000,COMPLETE
464,0.8217993079584776,2026-07-07 17:47:59.603057,2026-07-07 17:48:00.094172,0 days 00:00:00.491115,relu,0.0005,"(10,)",1000,COMPLETE
465,0.8217993079584776,2026-07-07 17:48:00.094172,2026-07-07 17:48:01.154449,0 days 00:00:01.060277,logistic,0.0001,"(10,)",1000,COMPLETE
466,0.8217993079584776,2026-07-07 17:48:01.154449,2026-07-07 17:48:01.644406,0 days 00:00:00.489957,relu,0.0005,"(10,)",1000,COMPLETE
467,0.7975778546712803,2026-07-07 17:48:01.644406,2026-07-07 17:48:02.324356,0 days 00:00:00.679950,tanh,0.0001,"(10,)",1000,COMPLETE
468,0.7993079584775087,2026-07-07 17:48:02.324356,2026-07-07 17:48:02.545560,0 days 00:00:00.221204,logistic,0.0005,"(10,)",200,COMPLETE
469,0.8217993079584776,2026-07-07 17:48:02.545560,2026-07-07 17:48:03.051494,0 days 00:00:00.505934,relu,0.0001,"(10,)",1000,COMPLETE
470,0.8217993079584776,2026-07-07 17:48:03.051494,2026-07-07 17:48:04.110676,0 days 00:00:01.059182,logistic,0.0005,"(10,)",1000,COMPLETE
471,0.8217993079584776,2026-07-07 17:48:04.110676,2026-07-07 17:48:04.632816,0 days 00:00:00.522140,relu,0.0001,"(10,)",1000,COMPLETE
472,0.8217993079584776,2026-07-07 17:48:04.632816,2026-07-07 17:48:05.708194,0 days 00:00:01.075378,logistic,0.0005,"(10,)",1000,COMPLETE
473,0.8183391003460208,2026-07-07 17:48:05.708194,2026-07-07 17:48:06.103339,0 days 00:00:00.395145,relu,0.0001,"(5,)",1000,COMPLETE
474,0.8217993079584776,2026-07-07 17:48:06.103339,2026-07-07 17:48:07.179208,0 days 00:00:01.075869,logistic,0.0005,"(10,)",1000,COMPLETE
475,0.8217993079584776,2026-07-07 17:48:07.179208,2026-07-07 17:48:07.701158,0 days 00:00:00.521950,relu,0.0001,"(10,)",1000,COMPLETE
476,0.8217993079584776,2026-07-07 17:48:07.701158,2026-07-07 17:48:08.760271,0 days 00:00:01.059113,logistic,0.0005,"(10,)",1000,COMPLETE
477,0.8217993079584776,2026-07-07 17:48:08.760271,2026-07-07 17:48:09.297993,0 days 00:00:00.537722,relu,0.0001,"(10,)",1000,COMPLETE
478,0.8217993079584776,2026-07-07 17:48:09.297993,2026-07-07 17:48:10.389663,0 days 00:00:01.091670,logistic,0.0005,"(10,)",1000,COMPLETE
479,0.8217993079584776,2026-07-07 17:48:10.389663,2026-07-07 17:48:10.912394,0 days 00:00:00.522731,relu,0.0001,"(10,)",1000,COMPLETE
480,0.8217993079584776,2026-07-07 17:48:10.912394,2026-07-07 17:48:12.193812,0 days 00:00:01.281418,logistic,0.0005,"(10,)",1000,COMPLETE
481,0.8217993079584776,2026-07-07 17:48:12.193812,2026-07-07 17:48:12.699489,0 days 00:00:00.505677,relu,0.0001,"(10,)",1000,COMPLETE
482,0.8217993079584776,2026-07-07 17:48:12.699489,2026-07-07 17:48:13.776338,0 days 00:00:01.076849,logistic,0.0005,"(10,)",1000,COMPLETE
483,0.8217993079584776,2026-07-07 17:48:13.776338,2026-07-07 17:48:14.281329,0 days 00:00:00.504991,relu,0.0001,"(10,)",1000,COMPLETE
484,0.8217993079584776,2026-07-07 17:48:14.281329,2026-07-07 17:48:15.357154,0 days 00:00:01.075825,logistic,0.0005,"(10,)",1000,COMPLETE
485,0.8217993079584776,2026-07-07 17:48:15.357154,2026-07-07 17:48:16.431986,0 days 00:00:01.074832,logistic,0.0001,"(10,)",1000,COMPLETE
486,0.8183391003460208,2026-07-07 17:48:16.431986,2026-07-07 17:48:16.574346,0 days 00:00:00.142360,relu,0.0005,"(10,)",200,COMPLETE
487,0.7975778546712803,2026-07-07 17:48:16.574346,2026-07-07 17:48:17.239450,0 days 00:00:00.665104,tanh,0.0001,"(10,)",1000,COMPLETE
488,0.8217993079584776,2026-07-07 17:48:17.239450,2026-07-07 17:48:18.299403,0 days 00:00:01.059953,logistic,0.0005,"(10,)",1000,COMPLETE
489,0.8217993079584776,2026-07-07 17:48:18.299403,2026-07-07 17:48:18.821243,0 days 00:00:00.521840,relu,0.0001,"(10,)",1000,COMPLETE
490,0.8217993079584776,2026-07-07 17:48:18.821243,2026-07-07 17:48:19.881589,0 days 00:00:01.060346,logistic,0.0005,"(10,)",1000,COMPLETE
491,0.8217993079584776,2026-07-07 17:48:19.881589,2026-07-07 17:48:20.380287,0 days 00:00:00.498698,relu,0.0005,"(10,)",1000,COMPLETE
492,0.7993079584775087,2026-07-07 17:48:20.380287,2026-07-07 17:48:20.799252,0 days 00:00:00.418965,logistic,0.0001,"(5,)",1000,COMPLETE
493,0.8217993079584776,2026-07-07 17:48:20.799252,2026-07-07 17:48:21.290230,0 days 00:00:00.490978,relu,0.0005,"(10,)",1000,COMPLETE
494,0.8217993079584776,2026-07-07 17:48:21.290230,2026-07-07 17:48:22.365337,0 days 00:00:01.075107,logistic,0.0001,"(10,)",1000,COMPLETE
495,0.8217993079584776,2026-07-07 17:48:22.365337,2026-07-07 17:48:22.839316,0 days 00:00:00.473979,relu,0.0005,"(10,)",1000,COMPLETE
496,0.8217993079584776,2026-07-07 17:48:22.839316,2026-07-07 17:48:23.916215,0 days 00:00:01.076899,logistic,0.0001,"(10,)",1000,COMPLETE
497,0.8217993079584776,2026-07-07 17:48:23.916215,2026-07-07 17:48:24.407073,0 days 00:00:00.490858,relu,0.0005,"(10,)",1000,COMPLETE
498,0.8217993079584776,2026-07-07 17:48:24.407073,2026-07-07 17:48:25.482180,0 days 00:00:01.075107,logistic,0.0001,"(10,)",1000,COMPLETE
499,0.8217993079584776,2026-07-07 17:48:25.482180,2026-07-07 17:48:25.973268,0 days 00:00:00.491088,relu,0.0005,"(10,)",1000,COMPLETE
