number,value,datetime_start,datetime_complete,duration,params_activation,params_alpha,params_hidden_layer_sizes,params_max_iter,state
169,0.8217993079584776,2026-07-07 17:44:08.042710,2026-07-07 17:44:08.570461,0 days 00:00:00.527751,relu,0.0001,"(10,)",1000,COMPLETE
170,0.8217993079584776,2026-07-07 17:44:08.570461,2026-07-07 17:44:09.066031,0 days 00:00:00.495570,relu,0.0005,"(10,)",1000,COMPLETE
171,0.8217993079584776,2026-07-07 17:44:09.066031,2026-07-07 17:44:10.196876,0 days 00:00:01.130845,logistic,0.0005,"(10,)",1000,COMPLETE
172,0.8217993079584776,2026-07-07 17:44:10.196876,2026-07-07 17:44:11.298498,0 days 00:00:01.101622,logistic,0.0005,"(10,)",1000,COMPLETE
173,0.8217993079584776,2026-07-07 17:44:11.298498,2026-07-07 17:44:12.416707,0 days 00:00:01.118209,logistic,0.0005,"(10,)",1000,COMPLETE
174,0.8217993079584776,2026-07-07 17:44:12.416707,2026-07-07 17:44:13.556523,0 days 00:00:01.139816,logistic,0.0005,"(10,)",1000,COMPLETE
175,0.8217993079584776,2026-07-07 17:44:13.556523,2026-07-07 17:44:14.701171,0 days 00:00:01.144648,logistic,0.0001,"(10,)",1000,COMPLETE
176,0.8217993079584776,2026-07-07 17:44:14.701171,2026-07-07 17:44:15.817555,0 days 00:00:01.116384,logistic,0.0005,"(10,)",1000,COMPLETE
177,0.8183391003460208,2026-07-07 17:44:15.817555,2026-07-07 17:44:15.960210,0 days 00:00:00.142655,relu,0.0005,"(10,)",200,COMPLETE
178,0.8217993079584776,2026-07-07 17:44:15.976019,2026-07-07 17:44:17.079504,0 days 00:00:01.103485,logistic,0.0001,"(10,)",1000,COMPLETE
179,0.8217993079584776,2026-07-07 17:44:17.079504,2026-07-07 17:44:17.589630,0 days 00:00:00.510126,relu,0.0005,"(10,)",1000,COMPLETE
180,0.7975778546712803,2026-07-07 17:44:17.589630,2026-07-07 17:44:18.306998,0 days 00:00:00.717368,tanh,0.0001,"(10,)",1000,COMPLETE
181,0.8217993079584776,2026-07-07 17:44:18.306998,2026-07-07 17:44:19.453783,0 days 00:00:01.146785,logistic,0.0005,"(10,)",1000,COMPLETE
182,0.8217993079584776,2026-07-07 17:44:19.453783,2026-07-07 17:44:20.571003,0 days 00:00:01.117220,logistic,0.0005,"(10,)",1000,COMPLETE
183,0.8217993079584776,2026-07-07 17:44:20.571003,2026-07-07 17:44:21.674885,0 days 00:00:01.103882,logistic,0.0005,"(10,)",1000,COMPLETE
184,0.8217993079584776,2026-07-07 17:44:21.674885,2026-07-07 17:44:22.791194,0 days 00:00:01.116309,logistic,0.0005,"(10,)",1000,COMPLETE
185,0.8217993079584776,2026-07-07 17:44:22.791194,2026-07-07 17:44:23.897284,0 days 00:00:01.106090,logistic,0.0005,"(10,)",1000,COMPLETE
186,0.8217993079584776,2026-07-07 17:44:23.897284,2026-07-07 17:44:24.458323,0 days 00:00:00.561039,relu,0.0001,"(10,)",1000,COMPLETE
187,0.7993079584775087,2026-07-07 17:44:24.458323,2026-07-07 17:44:24.911028,0 days 00:00:00.452705,logistic,0.0005,"(5,)",1000,COMPLETE
188,0.8217993079584776,2026-07-07 17:44:24.911028,2026-07-07 17:44:25.428271,0 days 00:00:00.517243,relu,0.0005,"(10,)",1000,COMPLETE
189,0.8217993079584776,2026-07-07 17:44:25.428271,2026-07-07 17:44:26.530822,0 days 00:00:01.102551,logistic,0.0001,"(10,)",1000,COMPLETE
190,0.8217993079584776,2026-07-07 17:44:26.530822,2026-07-07 17:44:27.026357,0 days 00:00:00.495535,relu,0.0005,"(10,)",1000,COMPLETE
191,0.8217993079584776,2026-07-07 17:44:27.026357,2026-07-07 17:44:27.567897,0 days 00:00:00.541540,relu,0.0001,"(10,)",1000,COMPLETE
192,0.8217993079584776,2026-07-07 17:44:27.567897,2026-07-07 17:44:28.125457,0 days 00:00:00.557560,relu,0.0001,"(10,)",1000,COMPLETE
193,0.8217993079584776,2026-07-07 17:44:28.125457,2026-07-07 17:44:28.700105,0 days 00:00:00.574648,relu,0.0001,"(10,)",1000,COMPLETE
194,0.8217993079584776,2026-07-07 17:44:28.700105,2026-07-07 17:44:29.242687,0 days 00:00:00.542582,relu,0.0001,"(10,)",1000,COMPLETE
195,0.8217993079584776,2026-07-07 17:44:29.242687,2026-07-07 17:44:29.769943,0 days 00:00:00.527256,relu,0.0001,"(10,)",1000,COMPLETE
196,0.8217993079584776,2026-07-07 17:44:29.769943,2026-07-07 17:44:30.915703,0 days 00:00:01.145760,logistic,0.0005,"(10,)",1000,COMPLETE
197,0.8217993079584776,2026-07-07 17:44:30.915703,2026-07-07 17:44:31.474832,0 days 00:00:00.559129,relu,0.0001,"(10,)",1000,COMPLETE
198,0.8217993079584776,2026-07-07 17:44:31.474832,2026-07-07 17:44:32.620153,0 days 00:00:01.145321,logistic,0.0005,"(10,)",1000,COMPLETE
199,0.8217993079584776,2026-07-07 17:44:32.620153,2026-07-07 17:44:33.148188,0 days 00:00:00.528035,relu,0.0001,"(10,)",1000,COMPLETE
200,0.8183391003460208,2026-07-07 17:44:33.148188,2026-07-07 17:44:33.307826,0 days 00:00:00.159638,relu,0.0005,"(10,)",200,COMPLETE
201,0.8217993079584776,2026-07-07 17:44:33.307826,2026-07-07 17:44:33.818758,0 days 00:00:00.510932,relu,0.0005,"(10,)",1000,COMPLETE
202,0.8217993079584776,2026-07-07 17:44:33.818758,2026-07-07 17:44:34.344757,0 days 00:00:00.525999,relu,0.0005,"(10,)",1000,COMPLETE
203,0.8217993079584776,2026-07-07 17:44:34.344757,2026-07-07 17:44:34.869577,0 days 00:00:00.524820,relu,0.0005,"(10,)",1000,COMPLETE
204,0.8217993079584776,2026-07-07 17:44:34.869577,2026-07-07 17:44:35.366307,0 days 00:00:00.496730,relu,0.0005,"(10,)",1000,COMPLETE
205,0.8217993079584776,2026-07-07 17:44:35.366307,2026-07-07 17:44:36.499261,0 days 00:00:01.132954,logistic,0.0005,"(10,)",1000,COMPLETE
206,0.8217993079584776,2026-07-07 17:44:36.499261,2026-07-07 17:44:37.088610,0 days 00:00:00.589349,relu,0.0001,"(10,)",1000,COMPLETE
207,0.8217993079584776,2026-07-07 17:44:37.088610,2026-07-07 17:44:38.191131,0 days 00:00:01.102521,logistic,0.0005,"(10,)",1000,COMPLETE
208,0.7975778546712803,2026-07-07 17:44:38.191131,2026-07-07 17:44:38.878159,0 days 00:00:00.687028,tanh,0.0005,"(10,)",1000,COMPLETE
209,0.8217993079584776,2026-07-07 17:44:38.878159,2026-07-07 17:44:39.405814,0 days 00:00:00.527655,relu,0.0001,"(10,)",1000,COMPLETE
210,0.7993079584775087,2026-07-07 17:44:39.405814,2026-07-07 17:44:39.865754,0 days 00:00:00.459940,logistic,0.0005,"(5,)",1000,COMPLETE
211,0.8217993079584776,2026-07-07 17:44:39.865754,2026-07-07 17:44:40.981274,0 days 00:00:01.115520,logistic,0.0001,"(10,)",1000,COMPLETE
212,0.8217993079584776,2026-07-07 17:44:40.981274,2026-07-07 17:44:42.095339,0 days 00:00:01.114065,logistic,0.0001,"(10,)",1000,COMPLETE
213,0.8217993079584776,2026-07-07 17:44:42.095339,2026-07-07 17:44:43.226032,0 days 00:00:01.130693,logistic,0.0001,"(10,)",1000,COMPLETE
214,0.8217993079584776,2026-07-07 17:44:43.226032,2026-07-07 17:44:44.358777,0 days 00:00:01.132745,logistic,0.0001,"(10,)",1000,COMPLETE
215,0.8217993079584776,2026-07-07 17:44:44.358777,2026-07-07 17:44:44.886753,0 days 00:00:00.527976,relu,0.0001,"(10,)",1000,COMPLETE
216,0.8217993079584776,2026-07-07 17:44:44.886753,2026-07-07 17:44:46.010144,0 days 00:00:01.123391,logistic,0.0005,"(10,)",1000,COMPLETE
217,0.8217993079584776,2026-07-07 17:44:46.010144,2026-07-07 17:44:46.562976,0 days 00:00:00.552832,relu,0.0001,"(10,)",1000,COMPLETE
218,0.8217993079584776,2026-07-07 17:44:46.562976,2026-07-07 17:44:47.662147,0 days 00:00:01.099171,logistic,0.0005,"(10,)",1000,COMPLETE
219,0.8217993079584776,2026-07-07 17:44:47.662147,2026-07-07 17:44:48.204774,0 days 00:00:00.542627,relu,0.0001,"(10,)",1000,COMPLETE
220,0.8217993079584776,2026-07-07 17:44:48.204774,2026-07-07 17:44:49.334922,0 days 00:00:01.130148,logistic,0.0005,"(10,)",1000,COMPLETE
221,0.8217993079584776,2026-07-07 17:44:49.334922,2026-07-07 17:44:50.419873,0 days 00:00:01.084951,logistic,0.0001,"(10,)",1000,COMPLETE
222,0.8217993079584776,2026-07-07 17:44:50.419873,2026-07-07 17:44:51.498421,0 days 00:00:01.078548,logistic,0.0001,"(10,)",1000,COMPLETE
223,0.8217993079584776,2026-07-07 17:44:51.498421,2026-07-07 17:44:52.607858,0 days 00:00:01.109437,logistic,0.0001,"(10,)",1000,COMPLETE
224,0.8217993079584776,2026-07-07 17:44:52.607858,2026-07-07 17:44:53.698944,0 days 00:00:01.091086,logistic,0.0001,"(10,)",1000,COMPLETE
225,0.8217993079584776,2026-07-07 17:44:53.698944,2026-07-07 17:44:54.221260,0 days 00:00:00.522316,relu,0.0001,"(10,)",1000,COMPLETE
226,0.8217993079584776,2026-07-07 17:44:54.221260,2026-07-07 17:44:55.362530,0 days 00:00:01.141270,logistic,0.0005,"(10,)",1000,COMPLETE
227,0.8217993079584776,2026-07-07 17:44:55.362530,2026-07-07 17:44:55.917121,0 days 00:00:00.554591,relu,0.0001,"(10,)",1000,COMPLETE
228,0.8217993079584776,2026-07-07 17:44:55.917121,2026-07-07 17:44:57.073958,0 days 00:00:01.156837,logistic,0.0005,"(10,)",1000,COMPLETE
229,0.8217993079584776,2026-07-07 17:44:57.073958,2026-07-07 17:44:57.613339,0 days 00:00:00.539381,relu,0.0005,"(10,)",1000,COMPLETE
230,0.7993079584775087,2026-07-07 17:44:57.613339,2026-07-07 17:44:57.850200,0 days 00:00:00.236861,logistic,0.0001,"(10,)",200,COMPLETE
231,0.8217993079584776,2026-07-07 17:44:57.850200,2026-07-07 17:44:59.007099,0 days 00:00:01.156899,logistic,0.0001,"(10,)",1000,COMPLETE
232,0.8217993079584776,2026-07-07 17:44:59.007099,2026-07-07 17:45:00.212238,0 days 00:00:01.205139,logistic,0.0001,"(10,)",1000,COMPLETE
233,0.8217993079584776,2026-07-07 17:45:00.212238,2026-07-07 17:45:01.435176,0 days 00:00:01.222938,logistic,0.0001,"(10,)",1000,COMPLETE
234,0.8217993079584776,2026-07-07 17:45:01.435176,2026-07-07 17:45:02.608404,0 days 00:00:01.173228,logistic,0.0001,"(10,)",1000,COMPLETE
235,0.8217993079584776,2026-07-07 17:45:02.608404,2026-07-07 17:45:03.179310,0 days 00:00:00.570906,relu,0.0005,"(10,)",1000,COMPLETE
236,0.8217993079584776,2026-07-07 17:45:03.179310,2026-07-07 17:45:04.372227,0 days 00:00:01.192917,logistic,0.0001,"(10,)",1000,COMPLETE
237,0.8217993079584776,2026-07-07 17:45:04.372227,2026-07-07 17:45:04.910728,0 days 00:00:00.538501,relu,0.0005,"(10,)",1000,COMPLETE
238,0.8217993079584776,2026-07-07 17:45:04.910728,2026-07-07 17:45:06.086428,0 days 00:00:01.175700,logistic,0.0001,"(10,)",1000,COMPLETE
239,0.8131487889273357,2026-07-07 17:45:06.086428,2026-07-07 17:45:06.625054,0 days 00:00:00.538626,relu,0.0005,"(5,)",1000,COMPLETE
240,0.8217993079584776,2026-07-07 17:45:06.625054,2026-07-07 17:45:07.781807,0 days 00:00:01.156753,logistic,0.0001,"(10,)",1000,COMPLETE
241,0.8217993079584776,2026-07-07 17:45:07.781807,2026-07-07 17:45:08.971949,0 days 00:00:01.190142,logistic,0.0001,"(10,)",1000,COMPLETE
242,0.8217993079584776,2026-07-07 17:45:08.971949,2026-07-07 17:45:10.129506,0 days 00:00:01.157557,logistic,0.0001,"(10,)",1000,COMPLETE
243,0.8217993079584776,2026-07-07 17:45:10.129506,2026-07-07 17:45:11.254818,0 days 00:00:01.125312,logistic,0.0001,"(10,)",1000,COMPLETE
244,0.7975778546712803,2026-07-07 17:45:11.254818,2026-07-07 17:45:11.967574,0 days 00:00:00.712756,tanh,0.0001,"(10,)",1000,COMPLETE
245,0.8217993079584776,2026-07-07 17:45:11.967574,2026-07-07 17:45:13.108514,0 days 00:00:01.140940,logistic,0.0005,"(10,)",1000,COMPLETE
246,0.8217993079584776,2026-07-07 17:45:13.108514,2026-07-07 17:45:13.647209,0 days 00:00:00.538695,relu,0.0001,"(10,)",1000,COMPLETE
247,0.8217993079584776,2026-07-07 17:45:13.647209,2026-07-07 17:45:14.787500,0 days 00:00:01.140291,logistic,0.0005,"(10,)",1000,COMPLETE
248,0.8217993079584776,2026-07-07 17:45:14.787500,2026-07-07 17:45:15.343048,0 days 00:00:00.555548,relu,0.0001,"(10,)",1000,COMPLETE
249,0.8217993079584776,2026-07-07 17:45:15.343048,2026-07-07 17:45:16.482644,0 days 00:00:01.139596,logistic,0.0005,"(10,)",1000,COMPLETE
250,0.8217993079584776,2026-07-07 17:45:16.482644,2026-07-07 17:45:17.037027,0 days 00:00:00.554383,relu,0.0001,"(10,)",1000,COMPLETE
251,0.8217993079584776,2026-07-07 17:45:17.037027,2026-07-07 17:45:18.145553,0 days 00:00:01.108526,logistic,0.0005,"(10,)",1000,COMPLETE
252,0.8217993079584776,2026-07-07 17:45:18.145553,2026-07-07 17:45:18.667664,0 days 00:00:00.522111,relu,0.0005,"(10,)",1000,COMPLETE
253,0.8217993079584776,2026-07-07 17:45:18.667664,2026-07-07 17:45:19.775164,0 days 00:00:01.107500,logistic,0.0001,"(10,)",1000,COMPLETE
254,0.8217993079584776,2026-07-07 17:45:19.775164,2026-07-07 17:45:20.296948,0 days 00:00:00.521784,relu,0.0005,"(10,)",1000,COMPLETE
255,0.8217993079584776,2026-07-07 17:45:20.296948,2026-07-07 17:45:21.437888,0 days 00:00:01.140940,logistic,0.0001,"(10,)",1000,COMPLETE
256,0.8217993079584776,2026-07-07 17:45:21.437888,2026-07-07 17:45:21.945551,0 days 00:00:00.507663,relu,0.0005,"(10,)",1000,COMPLETE
257,0.8217993079584776,2026-07-07 17:45:21.945551,2026-07-07 17:45:23.070077,0 days 00:00:01.124526,logistic,0.0001,"(10,)",1000,COMPLETE
258,0.8183391003460208,2026-07-07 17:45:23.070077,2026-07-07 17:45:23.229072,0 days 00:00:00.158995,relu,0.0005,"(10,)",200,COMPLETE
259,0.8217993079584776,2026-07-07 17:45:23.229072,2026-07-07 17:45:24.353317,0 days 00:00:01.124245,logistic,0.0001,"(10,)",1000,COMPLETE
260,0.8217993079584776,2026-07-07 17:45:24.353317,2026-07-07 17:45:24.893001,0 days 00:00:00.539684,relu,0.0005,"(10,)",1000,COMPLETE
261,0.8217993079584776,2026-07-07 17:45:24.893001,2026-07-07 17:45:26.017640,0 days 00:00:01.124639,logistic,0.0001,"(10,)",1000,COMPLETE
262,0.8131487889273357,2026-07-07 17:45:26.017640,2026-07-07 17:45:26.476988,0 days 00:00:00.459348,relu,0.0005,"(5,)",1000,COMPLETE
263,0.8217993079584776,2026-07-07 17:45:26.476988,2026-07-07 17:45:27.602231,0 days 00:00:01.125243,logistic,0.0001,"(10,)",1000,COMPLETE
264,0.8217993079584776,2026-07-07 17:45:27.602231,2026-07-07 17:45:28.125361,0 days 00:00:00.523130,relu,0.0005,"(10,)",1000,COMPLETE
265,0.8217993079584776,2026-07-07 17:45:28.141372,2026-07-07 17:45:29.282926,0 days 00:00:01.141554,logistic,0.0001,"(10,)",1000,COMPLETE
266,0.7975778546712803,2026-07-07 17:45:29.282926,2026-07-07 17:45:29.996695,0 days 00:00:00.713769,tanh,0.0005,"(10,)",1000,COMPLETE
267,0.8217993079584776,2026-07-07 17:45:29.996695,2026-07-07 17:45:30.519154,0 days 00:00:00.522459,relu,0.0005,"(10,)",1000,COMPLETE
268,0.8217993079584776,2026-07-07 17:45:30.519154,2026-07-07 17:45:31.659672,0 days 00:00:01.140518,logistic,0.0001,"(10,)",1000,COMPLETE
269,0.8217993079584776,2026-07-07 17:45:31.659672,2026-07-07 17:45:32.183427,0 days 00:00:00.523755,relu,0.0005,"(10,)",1000,COMPLETE
270,0.8217993079584776,2026-07-07 17:45:32.183427,2026-07-07 17:45:33.612722,0 days 00:00:01.429295,logistic,0.0001,"(10,)",1000,COMPLETE
271,0.8217993079584776,2026-07-07 17:45:33.612722,2026-07-07 17:45:34.446643,0 days 00:00:00.833921,relu,0.0005,"(10,)",1000,COMPLETE
272,0.8217993079584776,2026-07-07 17:45:34.446643,2026-07-07 17:45:35.822771,0 days 00:00:01.376128,logistic,0.0001,"(10,)",1000,COMPLETE
273,0.8217993079584776,2026-07-07 17:45:35.822771,2026-07-07 17:45:36.431600,0 days 00:00:00.608829,relu,0.0005,"(10,)",1000,COMPLETE
274,0.8217993079584776,2026-07-07 17:45:36.431600,2026-07-07 17:45:37.630322,0 days 00:00:01.198722,logistic,0.0001,"(10,)",1000,COMPLETE
275,0.8183391003460208,2026-07-07 17:45:37.630322,2026-07-07 17:45:37.776931,0 days 00:00:00.146609,relu,0.0005,"(10,)",200,COMPLETE
276,0.8217993079584776,2026-07-07 17:45:37.776931,2026-07-07 17:45:38.961508,0 days 00:00:01.184577,logistic,0.0001,"(10,)",1000,COMPLETE
277,0.8217993079584776,2026-07-07 17:45:38.961508,2026-07-07 17:45:39.501816,0 days 00:00:00.540308,relu,0.0005,"(10,)",1000,COMPLETE
278,0.8217993079584776,2026-07-07 17:45:39.501816,2026-07-07 17:45:40.678413,0 days 00:00:01.176597,logistic,0.0001,"(10,)",1000,COMPLETE
279,0.8217993079584776,2026-07-07 17:45:40.694280,2026-07-07 17:45:41.219342,0 days 00:00:00.525062,relu,0.0005,"(10,)",1000,COMPLETE
280,0.8217993079584776,2026-07-07 17:45:41.219342,2026-07-07 17:45:42.344950,0 days 00:00:01.125608,logistic,0.0001,"(10,)",1000,COMPLETE
281,0.8131487889273357,2026-07-07 17:45:42.344950,2026-07-07 17:45:42.805961,0 days 00:00:00.461011,relu,0.0005,"(5,)",1000,COMPLETE
282,0.8217993079584776,2026-07-07 17:45:42.805961,2026-07-07 17:45:43.965398,0 days 00:00:01.159437,logistic,0.0001,"(10,)",1000,COMPLETE
283,0.8217993079584776,2026-07-07 17:45:43.965398,2026-07-07 17:45:45.109238,0 days 00:00:01.143840,logistic,0.0005,"(10,)",1000,COMPLETE
284,0.8217993079584776,2026-07-07 17:45:45.109238,2026-07-07 17:45:45.648572,0 days 00:00:00.539334,relu,0.0001,"(10,)",1000,COMPLETE
285,0.8217993079584776,2026-07-07 17:45:45.648572,2026-07-07 17:45:46.773375,0 days 00:00:01.124803,logistic,0.0005,"(10,)",1000,COMPLETE
286,0.8217993079584776,2026-07-07 17:45:46.789189,2026-07-07 17:45:47.312524,0 days 00:00:00.523335,relu,0.0001,"(10,)",1000,COMPLETE
287,0.8217993079584776,2026-07-07 17:45:47.312524,2026-07-07 17:45:48.437529,0 days 00:00:01.125005,logistic,0.0005,"(10,)",1000,COMPLETE
288,0.8217993079584776,2026-07-07 17:45:48.437529,2026-07-07 17:45:48.976788,0 days 00:00:00.539259,relu,0.0001,"(10,)",1000,COMPLETE
289,0.7975778546712803,2026-07-07 17:45:48.976788,2026-07-07 17:45:49.673326,0 days 00:00:00.696538,tanh,0.0005,"(10,)",1000,COMPLETE
290,0.8217993079584776,2026-07-07 17:45:49.673326,2026-07-07 17:45:50.799388,0 days 00:00:01.126062,logistic,0.0001,"(10,)",1000,COMPLETE
291,0.8217993079584776,2026-07-07 17:45:50.799388,2026-07-07 17:45:51.311923,0 days 00:00:00.512535,relu,0.0005,"(10,)",1000,COMPLETE
292,0.8217993079584776,2026-07-07 17:45:51.311923,2026-07-07 17:45:52.403565,0 days 00:00:01.091642,logistic,0.0001,"(10,)",1000,COMPLETE
293,0.8217993079584776,2026-07-07 17:45:52.403565,2026-07-07 17:45:52.914722,0 days 00:00:00.511157,relu,0.0005,"(10,)",1000,COMPLETE
294,0.7993079584775087,2026-07-07 17:45:52.914722,2026-07-07 17:45:53.155531,0 days 00:00:00.240809,logistic,0.0001,"(10,)",200,COMPLETE
295,0.8217993079584776,2026-07-07 17:45:53.155531,2026-07-07 17:45:53.659094,0 days 00:00:00.503563,relu,0.0005,"(10,)",1000,COMPLETE
296,0.8217993079584776,2026-07-07 17:45:53.659094,2026-07-07 17:45:54.751894,0 days 00:00:01.092800,logistic,0.0005,"(10,)",1000,COMPLETE
297,0.8217993079584776,2026-07-07 17:45:54.751894,2026-07-07 17:45:55.279595,0 days 00:00:00.527701,relu,0.0001,"(10,)",1000,COMPLETE
298,0.8217993079584776,2026-07-07 17:45:55.279595,2026-07-07 17:45:56.365660,0 days 00:00:01.086065,logistic,0.0005,"(10,)",1000,COMPLETE
299,0.8217993079584776,2026-07-07 17:45:56.365660,2026-07-07 17:45:56.892197,0 days 00:00:00.526537,relu,0.0001,"(10,)",1000,COMPLETE
300,0.8217993079584776,2026-07-07 17:45:56.892197,2026-07-07 17:45:57.993327,0 days 00:00:01.101130,logistic,0.0005,"(10,)",1000,COMPLETE
301,0.8183391003460208,2026-07-07 17:45:57.993327,2026-07-07 17:45:58.408471,0 days 00:00:00.415144,relu,0.0001,"(5,)",1000,COMPLETE
302,0.8217993079584776,2026-07-07 17:45:58.408471,2026-07-07 17:45:59.496372,0 days 00:00:01.087901,logistic,0.0005,"(10,)",1000,COMPLETE
303,0.8217993079584776,2026-07-07 17:45:59.496372,2026-07-07 17:46:00.071208,0 days 00:00:00.574836,relu,0.0001,"(10,)",1000,COMPLETE
304,0.8217993079584776,2026-07-07 17:46:00.071208,2026-07-07 17:46:01.157505,0 days 00:00:01.086297,logistic,0.0005,"(10,)",1000,COMPLETE
305,0.8217993079584776,2026-07-07 17:46:01.157505,2026-07-07 17:46:01.716572,0 days 00:00:00.559067,relu,0.0001,"(10,)",1000,COMPLETE
306,0.8217993079584776,2026-07-07 17:46:01.716572,2026-07-07 17:46:02.802319,0 days 00:00:01.085747,logistic,0.0005,"(10,)",1000,COMPLETE
307,0.8217993079584776,2026-07-07 17:46:02.802319,2026-07-07 17:46:03.330698,0 days 00:00:00.528379,relu,0.0001,"(10,)",1000,COMPLETE
308,0.8217993079584776,2026-07-07 17:46:03.330698,2026-07-07 17:46:04.433121,0 days 00:00:01.102423,logistic,0.0005,"(10,)",1000,COMPLETE
309,0.8217993079584776,2026-07-07 17:46:04.433121,2026-07-07 17:46:04.960050,0 days 00:00:00.526929,relu,0.0001,"(10,)",1000,COMPLETE
310,0.8217993079584776,2026-07-07 17:46:04.960050,2026-07-07 17:46:06.047545,0 days 00:00:01.087495,logistic,0.0005,"(10,)",1000,COMPLETE
311,0.7975778546712803,2026-07-07 17:46:06.047545,2026-07-07 17:46:06.718487,0 days 00:00:00.670942,tanh,0.0001,"(10,)",1000,COMPLETE
312,0.8217993079584776,2026-07-07 17:46:06.718487,2026-07-07 17:46:07.807218,0 days 00:00:01.088731,logistic,0.0005,"(10,)",1000,COMPLETE
313,0.8217993079584776,2026-07-07 17:46:07.807218,2026-07-07 17:46:08.335181,0 days 00:00:00.527963,relu,0.0001,"(10,)",1000,COMPLETE
314,0.7993079584775087,2026-07-07 17:46:08.335181,2026-07-07 17:46:08.559244,0 days 00:00:00.224063,logistic,0.0005,"(10,)",200,COMPLETE
315,0.8217993079584776,2026-07-07 17:46:08.559244,2026-07-07 17:46:09.087388,0 days 00:00:00.528144,relu,0.0001,"(10,)",1000,COMPLETE
316,0.8217993079584776,2026-07-07 17:46:09.087388,2026-07-07 17:46:10.176737,0 days 00:00:01.089349,logistic,0.0005,"(10,)",1000,COMPLETE
317,0.8217993079584776,2026-07-07 17:46:10.176737,2026-07-07 17:46:10.733851,0 days 00:00:00.557114,relu,0.0001,"(10,)",1000,COMPLETE
318,0.8217993079584776,2026-07-07 17:46:10.733851,2026-07-07 17:46:11.854028,0 days 00:00:01.120177,logistic,0.0005,"(10,)",1000,COMPLETE
319,0.8217993079584776,2026-07-07 17:46:11.854028,2026-07-07 17:46:12.394756,0 days 00:00:00.540728,relu,0.0001,"(10,)",1000,COMPLETE
320,0.7993079584775087,2026-07-07 17:46:12.394756,2026-07-07 17:46:12.825856,0 days 00:00:00.431100,logistic,0.0005,"(5,)",1000,COMPLETE
321,0.8217993079584776,2026-07-07 17:46:12.825856,2026-07-07 17:46:13.354452,0 days 00:00:00.528596,relu,0.0001,"(10,)",1000,COMPLETE
322,0.8217993079584776,2026-07-07 17:46:13.354452,2026-07-07 17:46:14.441246,0 days 00:00:01.086794,logistic,0.0005,"(10,)",1000,COMPLETE
323,0.8217993079584776,2026-07-07 17:46:14.441246,2026-07-07 17:46:14.938302,0 days 00:00:00.497056,relu,0.0005,"(10,)",1000,COMPLETE
324,0.8217993079584776,2026-07-07 17:46:14.938302,2026-07-07 17:46:16.040483,0 days 00:00:01.102181,logistic,0.0001,"(10,)",1000,COMPLETE
325,0.8217993079584776,2026-07-07 17:46:16.040483,2026-07-07 17:46:16.551148,0 days 00:00:00.510665,relu,0.0005,"(10,)",1000,COMPLETE
326,0.8217993079584776,2026-07-07 17:46:16.551148,2026-07-07 17:46:17.639791,0 days 00:00:01.088643,logistic,0.0001,"(10,)",1000,COMPLETE
327,0.8217993079584776,2026-07-07 17:46:17.639791,2026-07-07 17:46:18.119760,0 days 00:00:00.479969,relu,0.0005,"(10,)",1000,COMPLETE
328,0.8217993079584776,2026-07-07 17:46:18.119760,2026-07-07 17:46:19.219862,0 days 00:00:01.100102,logistic,0.0001,"(10,)",1000,COMPLETE
329,0.8217993079584776,2026-07-07 17:46:19.219862,2026-07-07 17:46:19.714865,0 days 00:00:00.495003,relu,0.0005,"(10,)",1000,COMPLETE
330,0.8217993079584776,2026-07-07 17:46:19.714865,2026-07-07 17:46:20.818903,0 days 00:00:01.104038,logistic,0.0001,"(10,)",1000,COMPLETE
331,0.8217993079584776,2026-07-07 17:46:20.818903,2026-07-07 17:46:21.315552,0 days 00:00:00.496649,relu,0.0005,"(10,)",1000,COMPLETE
332,0.8217993079584776,2026-07-07 17:46:21.315552,2026-07-07 17:46:22.386234,0 days 00:00:01.070682,logistic,0.0001,"(10,)",1000,COMPLETE
333,0.8183391003460208,2026-07-07 17:46:22.386234,2026-07-07 17:46:22.530461,0 days 00:00:00.144227,relu,0.0005,"(10,)",200,COMPLETE
334,0.7975778546712803,2026-07-07 17:46:22.530461,2026-07-07 17:46:23.185914,0 days 00:00:00.655453,tanh,0.0001,"(10,)",1000,COMPLETE
335,0.8217993079584776,2026-07-07 17:46:23.185914,2026-07-07 17:46:24.256363,0 days 00:00:01.070449,logistic,0.0005,"(10,)",1000,COMPLETE
336,0.8217993079584776,2026-07-07 17:46:24.256363,2026-07-07 17:46:24.783873,0 days 00:00:00.527510,relu,0.0001,"(10,)",1000,COMPLETE
337,0.8217993079584776,2026-07-07 17:46:24.783873,2026-07-07 17:46:25.860161,0 days 00:00:01.076288,logistic,0.0005,"(10,)",1000,COMPLETE
338,0.8217993079584776,2026-07-07 17:46:25.860161,2026-07-07 17:46:26.365668,0 days 00:00:00.505507,relu,0.0001,"(10,)",1000,COMPLETE
339,0.7993079584775087,2026-07-07 17:46:26.365668,2026-07-07 17:46:26.797154,0 days 00:00:00.431486,logistic,0.0005,"(5,)",1000,COMPLETE
340,0.8217993079584776,2026-07-07 17:46:26.797154,2026-07-07 17:46:27.868425,0 days 00:00:01.071271,logistic,0.0001,"(10,)",1000,COMPLETE
341,0.8217993079584776,2026-07-07 17:46:27.868425,2026-07-07 17:46:28.363191,0 days 00:00:00.494766,relu,0.0005,"(10,)",1000,COMPLETE
