number,value,datetime_start,datetime_complete,duration,params_activation,params_alpha,params_hidden_layer_sizes,params_max_iter,state
170,0.8888888888888888,2026-07-09 14:00:10.203630,2026-07-09 14:00:10.299425,0 days 00:00:00.095795,tanh,0.0001,"(10,)",1000,COMPLETE
171,0.8888888888888888,2026-07-09 14:00:10.299425,2026-07-09 14:00:10.395648,0 days 00:00:00.096223,tanh,0.0001,"(10,)",1000,COMPLETE
172,0.8888888888888888,2026-07-09 14:00:10.395648,2026-07-09 14:00:10.491872,0 days 00:00:00.096224,tanh,0.0001,"(10,)",1000,COMPLETE
173,0.8888888888888888,2026-07-09 14:00:10.491872,2026-07-09 14:00:10.587588,0 days 00:00:00.095716,tanh,0.0001,"(10,)",1000,COMPLETE
174,0.8888888888888888,2026-07-09 14:00:10.587588,2026-07-09 14:00:10.683702,0 days 00:00:00.096114,tanh,0.0001,"(10,)",1000,COMPLETE
175,0.8888888888888888,2026-07-09 14:00:10.683702,2026-07-09 14:00:10.779689,0 days 00:00:00.095987,tanh,0.0001,"(10,)",1000,COMPLETE
176,0.8888888888888888,2026-07-09 14:00:10.779689,2026-07-09 14:00:10.876519,0 days 00:00:00.096830,tanh,0.0001,"(10,)",1000,COMPLETE
177,0.8888888888888888,2026-07-09 14:00:10.876519,2026-07-09 14:00:10.971594,0 days 00:00:00.095075,tanh,0.0001,"(10,)",1000,COMPLETE
178,0.8148148148148148,2026-07-09 14:00:10.971594,2026-07-09 14:00:10.987735,0 days 00:00:00.016141,tanh,0.0001,"(10,)",200,COMPLETE
179,0.8518518518518519,2026-07-09 14:00:10.987735,2026-07-09 14:00:11.095292,0 days 00:00:00.107557,relu,0.0005,"(10,)",1000,COMPLETE
180,0.8888888888888888,2026-07-09 14:00:11.095292,2026-07-09 14:00:11.193540,0 days 00:00:00.098248,tanh,0.0001,"(10,)",1000,COMPLETE
181,0.8888888888888888,2026-07-09 14:00:11.193540,2026-07-09 14:00:11.289227,0 days 00:00:00.095687,tanh,0.0001,"(10,)",1000,COMPLETE
182,0.8888888888888888,2026-07-09 14:00:11.289227,2026-07-09 14:00:11.369196,0 days 00:00:00.079969,tanh,0.0001,"(10,)",1000,COMPLETE
183,0.8888888888888888,2026-07-09 14:00:11.385086,2026-07-09 14:00:11.482445,0 days 00:00:00.097359,tanh,0.0001,"(10,)",1000,COMPLETE
184,0.8888888888888888,2026-07-09 14:00:11.482445,2026-07-09 14:00:11.575792,0 days 00:00:00.093347,tanh,0.0001,"(10,)",1000,COMPLETE
185,0.8888888888888888,2026-07-09 14:00:11.575792,2026-07-09 14:00:11.670700,0 days 00:00:00.094908,tanh,0.0001,"(10,)",1000,COMPLETE
186,0.8888888888888888,2026-07-09 14:00:11.670700,2026-07-09 14:00:11.766672,0 days 00:00:00.095972,tanh,0.0001,"(10,)",1000,COMPLETE
187,0.8148148148148148,2026-07-09 14:00:11.766672,2026-07-09 14:00:11.878326,0 days 00:00:00.111654,logistic,0.0001,"(10,)",1000,COMPLETE
188,0.8888888888888888,2026-07-09 14:00:11.878326,2026-07-09 14:00:11.989498,0 days 00:00:00.111172,tanh,0.0001,"(10,)",1000,COMPLETE
189,0.8148148148148148,2026-07-09 14:00:11.989498,2026-07-09 14:00:12.085171,0 days 00:00:00.095673,tanh,0.0001,"(5,)",1000,COMPLETE
190,0.8888888888888888,2026-07-09 14:00:12.085171,2026-07-09 14:00:12.181218,0 days 00:00:00.096047,tanh,0.0001,"(10,)",1000,COMPLETE
191,0.8888888888888888,2026-07-09 14:00:12.181218,2026-07-09 14:00:12.277155,0 days 00:00:00.095937,tanh,0.0001,"(10,)",1000,COMPLETE
192,0.8888888888888888,2026-07-09 14:00:12.277155,2026-07-09 14:00:12.373122,0 days 00:00:00.095967,tanh,0.0001,"(10,)",1000,COMPLETE
193,0.8888888888888888,2026-07-09 14:00:12.373122,2026-07-09 14:00:12.468334,0 days 00:00:00.095212,tanh,0.0001,"(10,)",1000,COMPLETE
194,0.8888888888888888,2026-07-09 14:00:12.468334,2026-07-09 14:00:12.563715,0 days 00:00:00.095381,tanh,0.0001,"(10,)",1000,COMPLETE
195,0.8888888888888888,2026-07-09 14:00:12.563715,2026-07-09 14:00:12.659274,0 days 00:00:00.095559,tanh,0.0001,"(10,)",1000,COMPLETE
196,0.8888888888888888,2026-07-09 14:00:12.659274,2026-07-09 14:00:12.755250,0 days 00:00:00.095976,tanh,0.0001,"(10,)",1000,COMPLETE
197,0.8888888888888888,2026-07-09 14:00:12.755250,2026-07-09 14:00:12.850885,0 days 00:00:00.095635,tanh,0.0001,"(10,)",1000,COMPLETE
198,0.8888888888888888,2026-07-09 14:00:12.850885,2026-07-09 14:00:12.946381,0 days 00:00:00.095496,tanh,0.0001,"(10,)",1000,COMPLETE
199,0.8888888888888888,2026-07-09 14:00:12.946381,2026-07-09 14:00:13.042239,0 days 00:00:00.095858,tanh,0.0001,"(10,)",1000,COMPLETE
200,0.8888888888888888,2026-07-09 14:00:13.042239,2026-07-09 14:00:13.141699,0 days 00:00:00.099460,tanh,0.0001,"(10,)",1000,COMPLETE
201,0.8888888888888888,2026-07-09 14:00:13.141699,2026-07-09 14:00:13.239134,0 days 00:00:00.097435,tanh,0.0001,"(10,)",1000,COMPLETE
202,0.8888888888888888,2026-07-09 14:00:13.239134,2026-07-09 14:00:13.334104,0 days 00:00:00.094970,tanh,0.0001,"(10,)",1000,COMPLETE
203,0.8888888888888888,2026-07-09 14:00:13.334104,2026-07-09 14:00:13.434787,0 days 00:00:00.100683,tanh,0.0001,"(10,)",1000,COMPLETE
204,0.8888888888888888,2026-07-09 14:00:13.434787,2026-07-09 14:00:13.529203,0 days 00:00:00.094416,tanh,0.0001,"(10,)",1000,COMPLETE
205,0.8148148148148148,2026-07-09 14:00:13.529203,2026-07-09 14:00:13.545405,0 days 00:00:00.016202,tanh,0.0001,"(10,)",200,COMPLETE
206,0.8888888888888888,2026-07-09 14:00:13.545405,2026-07-09 14:00:13.641694,0 days 00:00:00.096289,tanh,0.0005,"(10,)",1000,COMPLETE
207,0.8518518518518519,2026-07-09 14:00:13.641694,2026-07-09 14:00:13.737785,0 days 00:00:00.096091,relu,0.0001,"(10,)",1000,COMPLETE
208,0.8888888888888888,2026-07-09 14:00:13.737785,2026-07-09 14:00:13.850284,0 days 00:00:00.112499,tanh,0.0001,"(10,)",1000,COMPLETE
209,0.8888888888888888,2026-07-09 14:00:13.850284,2026-07-09 14:00:13.943107,0 days 00:00:00.092823,tanh,0.0001,"(10,)",1000,COMPLETE
210,0.8888888888888888,2026-07-09 14:00:13.943107,2026-07-09 14:00:14.038720,0 days 00:00:00.095613,tanh,0.0001,"(10,)",1000,COMPLETE
211,0.8888888888888888,2026-07-09 14:00:14.038720,2026-07-09 14:00:14.134297,0 days 00:00:00.095577,tanh,0.0005,"(10,)",1000,COMPLETE
212,0.8888888888888888,2026-07-09 14:00:14.134297,2026-07-09 14:00:14.230893,0 days 00:00:00.096596,tanh,0.0005,"(10,)",1000,COMPLETE
213,0.8888888888888888,2026-07-09 14:00:14.230893,2026-07-09 14:00:14.326890,0 days 00:00:00.095997,tanh,0.0005,"(10,)",1000,COMPLETE
214,0.8888888888888888,2026-07-09 14:00:14.326890,2026-07-09 14:00:14.421869,0 days 00:00:00.094979,tanh,0.0005,"(10,)",1000,COMPLETE
215,0.8888888888888888,2026-07-09 14:00:14.421869,2026-07-09 14:00:14.518220,0 days 00:00:00.096351,tanh,0.0001,"(10,)",1000,COMPLETE
216,0.8888888888888888,2026-07-09 14:00:14.518220,2026-07-09 14:00:14.614738,0 days 00:00:00.096518,tanh,0.0001,"(10,)",1000,COMPLETE
217,0.8888888888888888,2026-07-09 14:00:14.614738,2026-07-09 14:00:14.710689,0 days 00:00:00.095951,tanh,0.0001,"(10,)",1000,COMPLETE
218,0.8148148148148148,2026-07-09 14:00:14.710689,2026-07-09 14:00:14.805975,0 days 00:00:00.095286,tanh,0.0005,"(5,)",1000,COMPLETE
219,0.8148148148148148,2026-07-09 14:00:14.805975,2026-07-09 14:00:14.917822,0 days 00:00:00.111847,logistic,0.0001,"(10,)",1000,COMPLETE
220,0.8888888888888888,2026-07-09 14:00:14.933791,2026-07-09 14:00:15.029442,0 days 00:00:00.095651,tanh,0.0001,"(10,)",1000,COMPLETE
221,0.8888888888888888,2026-07-09 14:00:15.029442,2026-07-09 14:00:15.127150,0 days 00:00:00.097708,tanh,0.0001,"(10,)",1000,COMPLETE
222,0.8888888888888888,2026-07-09 14:00:15.127150,2026-07-09 14:00:15.221916,0 days 00:00:00.094766,tanh,0.0001,"(10,)",1000,COMPLETE
223,0.8888888888888888,2026-07-09 14:00:15.221916,2026-07-09 14:00:15.314392,0 days 00:00:00.092476,tanh,0.0001,"(10,)",1000,COMPLETE
224,0.8888888888888888,2026-07-09 14:00:15.314392,2026-07-09 14:00:15.410470,0 days 00:00:00.096078,tanh,0.0001,"(10,)",1000,COMPLETE
225,0.8888888888888888,2026-07-09 14:00:15.410470,2026-07-09 14:00:15.506371,0 days 00:00:00.095901,tanh,0.0001,"(10,)",1000,COMPLETE
226,0.8888888888888888,2026-07-09 14:00:15.506371,2026-07-09 14:00:15.602329,0 days 00:00:00.095958,tanh,0.0001,"(10,)",1000,COMPLETE
227,0.8888888888888888,2026-07-09 14:00:15.602329,2026-07-09 14:00:15.682637,0 days 00:00:00.080308,tanh,0.0001,"(10,)",1000,COMPLETE
228,0.8888888888888888,2026-07-09 14:00:15.698590,2026-07-09 14:00:15.792117,0 days 00:00:00.093527,tanh,0.0001,"(10,)",1000,COMPLETE
229,0.8888888888888888,2026-07-09 14:00:15.792117,2026-07-09 14:00:15.889593,0 days 00:00:00.097476,tanh,0.0001,"(10,)",1000,COMPLETE
230,0.8148148148148148,2026-07-09 14:00:15.889593,2026-07-09 14:00:15.905764,0 days 00:00:00.016171,tanh,0.0001,"(10,)",200,COMPLETE
231,0.8888888888888888,2026-07-09 14:00:15.905764,2026-07-09 14:00:16.002123,0 days 00:00:00.096359,tanh,0.0001,"(10,)",1000,COMPLETE
232,0.8888888888888888,2026-07-09 14:00:16.002123,2026-07-09 14:00:16.097080,0 days 00:00:00.094957,tanh,0.0001,"(10,)",1000,COMPLETE
233,0.8888888888888888,2026-07-09 14:00:16.097080,2026-07-09 14:00:16.193318,0 days 00:00:00.096238,tanh,0.0001,"(10,)",1000,COMPLETE
234,0.8888888888888888,2026-07-09 14:00:16.193318,2026-07-09 14:00:16.289029,0 days 00:00:00.095711,tanh,0.0001,"(10,)",1000,COMPLETE
235,0.8888888888888888,2026-07-09 14:00:16.289029,2026-07-09 14:00:16.384836,0 days 00:00:00.095807,tanh,0.0001,"(10,)",1000,COMPLETE
236,0.8888888888888888,2026-07-09 14:00:16.384836,2026-07-09 14:00:16.480673,0 days 00:00:00.095837,tanh,0.0001,"(10,)",1000,COMPLETE
237,0.8888888888888888,2026-07-09 14:00:16.480673,2026-07-09 14:00:16.576761,0 days 00:00:00.096088,tanh,0.0001,"(10,)",1000,COMPLETE
238,0.8888888888888888,2026-07-09 14:00:16.576761,2026-07-09 14:00:16.672513,0 days 00:00:00.095752,tanh,0.0001,"(10,)",1000,COMPLETE
239,0.8518518518518519,2026-07-09 14:00:16.672513,2026-07-09 14:00:16.768416,0 days 00:00:00.095903,relu,0.0001,"(10,)",1000,COMPLETE
240,0.8888888888888888,2026-07-09 14:00:16.768416,2026-07-09 14:00:16.864508,0 days 00:00:00.096092,tanh,0.0001,"(10,)",1000,COMPLETE
241,0.8888888888888888,2026-07-09 14:00:16.864508,2026-07-09 14:00:16.969853,0 days 00:00:00.105345,tanh,0.0001,"(10,)",1000,COMPLETE
242,0.8888888888888888,2026-07-09 14:00:16.969853,2026-07-09 14:00:17.055893,0 days 00:00:00.086040,tanh,0.0001,"(10,)",1000,COMPLETE
243,0.8888888888888888,2026-07-09 14:00:17.055893,2026-07-09 14:00:17.151397,0 days 00:00:00.095504,tanh,0.0001,"(10,)",1000,COMPLETE
244,0.8888888888888888,2026-07-09 14:00:17.151397,2026-07-09 14:00:17.248104,0 days 00:00:00.096707,tanh,0.0001,"(10,)",1000,COMPLETE
245,0.8888888888888888,2026-07-09 14:00:17.248104,2026-07-09 14:00:17.344021,0 days 00:00:00.095917,tanh,0.0001,"(10,)",1000,COMPLETE
246,0.8888888888888888,2026-07-09 14:00:17.344021,2026-07-09 14:00:17.445822,0 days 00:00:00.101801,tanh,0.0005,"(10,)",1000,COMPLETE
247,0.8888888888888888,2026-07-09 14:00:17.447827,2026-07-09 14:00:17.535606,0 days 00:00:00.087779,tanh,0.0001,"(10,)",1000,COMPLETE
248,0.8888888888888888,2026-07-09 14:00:17.535606,2026-07-09 14:00:17.631953,0 days 00:00:00.096347,tanh,0.0001,"(10,)",1000,COMPLETE
249,0.8888888888888888,2026-07-09 14:00:17.631953,2026-07-09 14:00:17.727858,0 days 00:00:00.095905,tanh,0.0001,"(10,)",1000,COMPLETE
250,0.8148148148148148,2026-07-09 14:00:17.727858,2026-07-09 14:00:17.823861,0 days 00:00:00.096003,tanh,0.0001,"(5,)",1000,COMPLETE
251,0.8888888888888888,2026-07-09 14:00:17.823861,2026-07-09 14:00:17.903823,0 days 00:00:00.079962,tanh,0.0001,"(10,)",1000,COMPLETE
252,0.8148148148148148,2026-07-09 14:00:17.903823,2026-07-09 14:00:18.031895,0 days 00:00:00.128072,logistic,0.0001,"(10,)",1000,COMPLETE
253,0.8888888888888888,2026-07-09 14:00:18.031895,2026-07-09 14:00:18.128588,0 days 00:00:00.096693,tanh,0.0001,"(10,)",1000,COMPLETE
254,0.8888888888888888,2026-07-09 14:00:18.128588,2026-07-09 14:00:18.224781,0 days 00:00:00.096193,tanh,0.0001,"(10,)",1000,COMPLETE
255,0.8888888888888888,2026-07-09 14:00:18.224781,2026-07-09 14:00:18.320389,0 days 00:00:00.095608,tanh,0.0001,"(10,)",1000,COMPLETE
256,0.8888888888888888,2026-07-09 14:00:18.320389,2026-07-09 14:00:18.416406,0 days 00:00:00.096017,tanh,0.0005,"(10,)",1000,COMPLETE
257,0.8888888888888888,2026-07-09 14:00:18.416406,2026-07-09 14:00:18.513062,0 days 00:00:00.096656,tanh,0.0001,"(10,)",1000,COMPLETE
258,0.8148148148148148,2026-07-09 14:00:18.513062,2026-07-09 14:00:18.529072,0 days 00:00:00.016010,tanh,0.0001,"(10,)",200,COMPLETE
259,0.8888888888888888,2026-07-09 14:00:18.529072,2026-07-09 14:00:18.625557,0 days 00:00:00.096485,tanh,0.0001,"(10,)",1000,COMPLETE
260,0.8888888888888888,2026-07-09 14:00:18.625557,2026-07-09 14:00:18.721793,0 days 00:00:00.096236,tanh,0.0001,"(10,)",1000,COMPLETE
261,0.8888888888888888,2026-07-09 14:00:18.721793,2026-07-09 14:00:18.817585,0 days 00:00:00.095792,tanh,0.0001,"(10,)",1000,COMPLETE
262,0.8888888888888888,2026-07-09 14:00:18.817585,2026-07-09 14:00:18.915889,0 days 00:00:00.098304,tanh,0.0001,"(10,)",1000,COMPLETE
263,0.8888888888888888,2026-07-09 14:00:18.915889,2026-07-09 14:00:19.009750,0 days 00:00:00.093861,tanh,0.0001,"(10,)",1000,COMPLETE
264,0.8888888888888888,2026-07-09 14:00:19.009750,2026-07-09 14:00:19.105517,0 days 00:00:00.095767,tanh,0.0001,"(10,)",1000,COMPLETE
265,0.8518518518518519,2026-07-09 14:00:19.121402,2026-07-09 14:00:19.201423,0 days 00:00:00.080021,relu,0.0001,"(10,)",1000,COMPLETE
266,0.8888888888888888,2026-07-09 14:00:19.201423,2026-07-09 14:00:19.297940,0 days 00:00:00.096517,tanh,0.0001,"(10,)",1000,COMPLETE
267,0.8148148148148148,2026-07-09 14:00:19.297940,2026-07-09 14:00:19.393723,0 days 00:00:00.095783,tanh,0.0001,"(5,)",1000,COMPLETE
268,0.8888888888888888,2026-07-09 14:00:19.393723,2026-07-09 14:00:19.489676,0 days 00:00:00.095953,tanh,0.0001,"(10,)",1000,COMPLETE
269,0.8888888888888888,2026-07-09 14:00:19.489676,2026-07-09 14:00:19.601803,0 days 00:00:00.112127,tanh,0.0005,"(10,)",1000,COMPLETE
270,0.8888888888888888,2026-07-09 14:00:19.601803,2026-07-09 14:00:19.697447,0 days 00:00:00.095644,tanh,0.0001,"(10,)",1000,COMPLETE
271,0.8888888888888888,2026-07-09 14:00:19.697447,2026-07-09 14:00:19.794198,0 days 00:00:00.096751,tanh,0.0001,"(10,)",1000,COMPLETE
272,0.8888888888888888,2026-07-09 14:00:19.794198,2026-07-09 14:00:19.890344,0 days 00:00:00.096146,tanh,0.0001,"(10,)",1000,COMPLETE
273,0.8888888888888888,2026-07-09 14:00:19.890344,2026-07-09 14:00:19.990566,0 days 00:00:00.100222,tanh,0.0001,"(10,)",1000,COMPLETE
274,0.8148148148148148,2026-07-09 14:00:19.990566,2026-07-09 14:00:20.098332,0 days 00:00:00.107766,logistic,0.0001,"(10,)",1000,COMPLETE
275,0.8888888888888888,2026-07-09 14:00:20.098332,2026-07-09 14:00:20.194184,0 days 00:00:00.095852,tanh,0.0001,"(10,)",1000,COMPLETE
276,0.8148148148148148,2026-07-09 14:00:20.210324,2026-07-09 14:00:20.226306,0 days 00:00:00.015982,tanh,0.0001,"(10,)",200,COMPLETE
277,0.8888888888888888,2026-07-09 14:00:20.226306,2026-07-09 14:00:20.321337,0 days 00:00:00.095031,tanh,0.0001,"(10,)",1000,COMPLETE
278,0.8888888888888888,2026-07-09 14:00:20.321337,2026-07-09 14:00:20.417042,0 days 00:00:00.095705,tanh,0.0001,"(10,)",1000,COMPLETE
279,0.8888888888888888,2026-07-09 14:00:20.417042,2026-07-09 14:00:20.513570,0 days 00:00:00.096528,tanh,0.0001,"(10,)",1000,COMPLETE
280,0.8888888888888888,2026-07-09 14:00:20.513570,2026-07-09 14:00:20.608943,0 days 00:00:00.095373,tanh,0.0005,"(10,)",1000,COMPLETE
281,0.8888888888888888,2026-07-09 14:00:20.608943,2026-07-09 14:00:20.714507,0 days 00:00:00.105564,tanh,0.0001,"(10,)",1000,COMPLETE
282,0.8888888888888888,2026-07-09 14:00:20.714507,2026-07-09 14:00:20.800743,0 days 00:00:00.086236,tanh,0.0001,"(10,)",1000,COMPLETE
283,0.8888888888888888,2026-07-09 14:00:20.800743,2026-07-09 14:00:20.912396,0 days 00:00:00.111653,tanh,0.0001,"(10,)",1000,COMPLETE
284,0.8888888888888888,2026-07-09 14:00:20.912396,2026-07-09 14:00:21.008718,0 days 00:00:00.096322,tanh,0.0001,"(10,)",1000,COMPLETE
285,0.8888888888888888,2026-07-09 14:00:21.008718,2026-07-09 14:00:21.104720,0 days 00:00:00.096002,tanh,0.0001,"(10,)",1000,COMPLETE
286,0.8888888888888888,2026-07-09 14:00:21.104720,2026-07-09 14:00:21.202474,0 days 00:00:00.097754,tanh,0.0001,"(10,)",1000,COMPLETE
287,0.8148148148148148,2026-07-09 14:00:21.202474,2026-07-09 14:00:21.296731,0 days 00:00:00.094257,relu,0.0001,"(5,)",1000,COMPLETE
288,0.8888888888888888,2026-07-09 14:00:21.296731,2026-07-09 14:00:21.393480,0 days 00:00:00.096749,tanh,0.0001,"(10,)",1000,COMPLETE
289,0.8888888888888888,2026-07-09 14:00:21.393480,2026-07-09 14:00:21.489645,0 days 00:00:00.096165,tanh,0.0001,"(10,)",1000,COMPLETE
290,0.8888888888888888,2026-07-09 14:00:21.489645,2026-07-09 14:00:21.585288,0 days 00:00:00.095643,tanh,0.0005,"(10,)",1000,COMPLETE
291,0.8888888888888888,2026-07-09 14:00:21.585288,2026-07-09 14:00:21.680096,0 days 00:00:00.094808,tanh,0.0001,"(10,)",1000,COMPLETE
292,0.8888888888888888,2026-07-09 14:00:21.680096,2026-07-09 14:00:21.774885,0 days 00:00:00.094789,tanh,0.0001,"(10,)",1000,COMPLETE
293,0.8888888888888888,2026-07-09 14:00:21.774885,2026-07-09 14:00:21.870076,0 days 00:00:00.095191,tanh,0.0001,"(10,)",1000,COMPLETE
294,0.8148148148148148,2026-07-09 14:00:21.870076,2026-07-09 14:00:21.996621,0 days 00:00:00.126545,logistic,0.0001,"(10,)",1000,COMPLETE
295,0.8888888888888888,2026-07-09 14:00:21.996621,2026-07-09 14:00:22.091482,0 days 00:00:00.094861,tanh,0.0001,"(10,)",1000,COMPLETE
296,0.8148148148148148,2026-07-09 14:00:22.091482,2026-07-09 14:00:22.107281,0 days 00:00:00.015799,tanh,0.0001,"(10,)",200,COMPLETE
297,0.8888888888888888,2026-07-09 14:00:22.107281,2026-07-09 14:00:22.218330,0 days 00:00:00.111049,tanh,0.0001,"(10,)",1000,COMPLETE
298,0.8888888888888888,2026-07-09 14:00:22.218330,2026-07-09 14:00:22.313161,0 days 00:00:00.094831,tanh,0.0001,"(10,)",1000,COMPLETE
299,0.8888888888888888,2026-07-09 14:00:22.313161,2026-07-09 14:00:22.408165,0 days 00:00:00.095004,tanh,0.0001,"(10,)",1000,COMPLETE
300,0.8888888888888888,2026-07-09 14:00:22.408165,2026-07-09 14:00:22.503310,0 days 00:00:00.095145,tanh,0.0001,"(10,)",1000,COMPLETE
301,0.8888888888888888,2026-07-09 14:00:22.503310,2026-07-09 14:00:22.598395,0 days 00:00:00.095085,tanh,0.0001,"(10,)",1000,COMPLETE
302,0.8888888888888888,2026-07-09 14:00:22.598395,2026-07-09 14:00:22.693137,0 days 00:00:00.094742,tanh,0.0005,"(10,)",1000,COMPLETE
303,0.8888888888888888,2026-07-09 14:00:22.693137,2026-07-09 14:00:22.788232,0 days 00:00:00.095095,tanh,0.0001,"(10,)",1000,COMPLETE
304,0.8888888888888888,2026-07-09 14:00:22.788232,2026-07-09 14:00:22.883086,0 days 00:00:00.094854,tanh,0.0001,"(10,)",1000,COMPLETE
305,0.8888888888888888,2026-07-09 14:00:22.883086,2026-07-09 14:00:22.993627,0 days 00:00:00.110541,tanh,0.0001,"(10,)",1000,COMPLETE
306,0.8888888888888888,2026-07-09 14:00:22.993627,2026-07-09 14:00:23.088615,0 days 00:00:00.094988,tanh,0.0001,"(10,)",1000,COMPLETE
307,0.8888888888888888,2026-07-09 14:00:23.088615,2026-07-09 14:00:23.183460,0 days 00:00:00.094845,tanh,0.0001,"(10,)",1000,COMPLETE
308,0.8148148148148148,2026-07-09 14:00:23.183460,2026-07-09 14:00:23.278237,0 days 00:00:00.094777,tanh,0.0001,"(5,)",1000,COMPLETE
309,0.8888888888888888,2026-07-09 14:00:23.278237,2026-07-09 14:00:23.373750,0 days 00:00:00.095513,tanh,0.0001,"(10,)",1000,COMPLETE
310,0.8888888888888888,2026-07-09 14:00:23.373750,2026-07-09 14:00:23.469001,0 days 00:00:00.095251,tanh,0.0001,"(10,)",1000,COMPLETE
311,0.8518518518518519,2026-07-09 14:00:23.469001,2026-07-09 14:00:23.577536,0 days 00:00:00.108535,relu,0.0001,"(10,)",1000,COMPLETE
312,0.8888888888888888,2026-07-09 14:00:23.577536,2026-07-09 14:00:23.676083,0 days 00:00:00.098547,tanh,0.0001,"(10,)",1000,COMPLETE
313,0.8888888888888888,2026-07-09 14:00:23.676083,2026-07-09 14:00:23.787615,0 days 00:00:00.111532,tanh,0.0005,"(10,)",1000,COMPLETE
314,0.8888888888888888,2026-07-09 14:00:23.787615,2026-07-09 14:00:23.898749,0 days 00:00:00.111134,tanh,0.0001,"(10,)",1000,COMPLETE
315,0.8148148148148148,2026-07-09 14:00:23.898749,2026-07-09 14:00:23.914568,0 days 00:00:00.015819,tanh,0.0001,"(10,)",200,COMPLETE
316,0.8888888888888888,2026-07-09 14:00:23.914568,2026-07-09 14:00:24.025770,0 days 00:00:00.111202,tanh,0.0001,"(10,)",1000,COMPLETE
317,0.8148148148148148,2026-07-09 14:00:24.025770,2026-07-09 14:00:24.168648,0 days 00:00:00.142878,logistic,0.0001,"(10,)",1000,COMPLETE
318,0.8888888888888888,2026-07-09 14:00:24.168648,2026-07-09 14:00:24.265211,0 days 00:00:00.096563,tanh,0.0001,"(10,)",1000,COMPLETE
319,0.8888888888888888,2026-07-09 14:00:24.265211,2026-07-09 14:00:24.358801,0 days 00:00:00.093590,tanh,0.0001,"(10,)",1000,COMPLETE
320,0.8888888888888888,2026-07-09 14:00:24.358801,2026-07-09 14:00:24.454326,0 days 00:00:00.095525,tanh,0.0001,"(10,)",1000,COMPLETE
321,0.8888888888888888,2026-07-09 14:00:24.454326,2026-07-09 14:00:24.549473,0 days 00:00:00.095147,tanh,0.0001,"(10,)",1000,COMPLETE
322,0.8888888888888888,2026-07-09 14:00:24.549473,2026-07-09 14:00:24.660346,0 days 00:00:00.110873,tanh,0.0001,"(10,)",1000,COMPLETE
323,0.8888888888888888,2026-07-09 14:00:24.660346,2026-07-09 14:00:24.772015,0 days 00:00:00.111669,tanh,0.0001,"(10,)",1000,COMPLETE
324,0.8888888888888888,2026-07-09 14:00:24.772015,2026-07-09 14:00:24.867647,0 days 00:00:00.095632,tanh,0.0001,"(10,)",1000,COMPLETE
325,0.8888888888888888,2026-07-09 14:00:24.867647,2026-07-09 14:00:24.979001,0 days 00:00:00.111354,tanh,0.0005,"(10,)",1000,COMPLETE
326,0.8148148148148148,2026-07-09 14:00:24.979001,2026-07-09 14:00:25.090505,0 days 00:00:00.111504,tanh,0.0001,"(5,)",1000,COMPLETE
327,0.8888888888888888,2026-07-09 14:00:25.090505,2026-07-09 14:00:25.201499,0 days 00:00:00.110994,tanh,0.0001,"(10,)",1000,COMPLETE
328,0.8888888888888888,2026-07-09 14:00:25.201499,2026-07-09 14:00:25.297084,0 days 00:00:00.095585,tanh,0.0001,"(10,)",1000,COMPLETE
329,0.8888888888888888,2026-07-09 14:00:25.312942,2026-07-09 14:00:25.424705,0 days 00:00:00.111763,tanh,0.0001,"(10,)",1000,COMPLETE
330,0.8888888888888888,2026-07-09 14:00:25.424705,2026-07-09 14:00:25.535049,0 days 00:00:00.110344,tanh,0.0001,"(10,)",1000,COMPLETE
331,0.8888888888888888,2026-07-09 14:00:25.535049,2026-07-09 14:00:25.645294,0 days 00:00:00.110245,tanh,0.0001,"(10,)",1000,COMPLETE
332,0.8518518518518519,2026-07-09 14:00:25.645294,2026-07-09 14:00:25.740820,0 days 00:00:00.095526,relu,0.0001,"(10,)",1000,COMPLETE
333,0.8888888888888888,2026-07-09 14:00:25.740820,2026-07-09 14:00:25.851356,0 days 00:00:00.110536,tanh,0.0001,"(10,)",1000,COMPLETE
334,0.8148148148148148,2026-07-09 14:00:25.851356,2026-07-09 14:00:25.883014,0 days 00:00:00.031658,tanh,0.0001,"(10,)",200,COMPLETE
335,0.8888888888888888,2026-07-09 14:00:25.883014,2026-07-09 14:00:25.978678,0 days 00:00:00.095664,tanh,0.0001,"(10,)",1000,COMPLETE
336,0.8888888888888888,2026-07-09 14:00:25.978678,2026-07-09 14:00:26.090052,0 days 00:00:00.111374,tanh,0.0001,"(10,)",1000,COMPLETE
337,0.8888888888888888,2026-07-09 14:00:26.090052,2026-07-09 14:00:26.201596,0 days 00:00:00.111544,tanh,0.0005,"(10,)",1000,COMPLETE
338,0.8888888888888888,2026-07-09 14:00:26.201596,2026-07-09 14:00:26.296510,0 days 00:00:00.094914,tanh,0.0001,"(10,)",1000,COMPLETE
339,0.8148148148148148,2026-07-09 14:00:26.296510,2026-07-09 14:00:26.407384,0 days 00:00:00.110874,logistic,0.0001,"(10,)",1000,COMPLETE
340,0.8888888888888888,2026-07-09 14:00:26.407384,2026-07-09 14:00:26.502442,0 days 00:00:00.095058,tanh,0.0001,"(10,)",1000,COMPLETE
341,0.8888888888888888,2026-07-09 14:00:26.502442,2026-07-09 14:00:26.597273,0 days 00:00:00.094831,tanh,0.0001,"(10,)",1000,COMPLETE
